instname,state,tuition,revenue,control,total_enrollment,all_employees,LONGITUD,LATITUDE
ITT Technical Institute,Utah,8073,6563070.003,571,51,-111.916673,40.674483,
Latter Day Saints Business College,Utah,2080,2760270.002,790,39,-111.89981,40.771349,
Everest College,Utah,7128,4141569.003,468,52,-111.969975,40.69664,
Ogden-Weber Applied Technology College,Utah,2376,11329005,2173,,-111.969454,41.263456,
Snow College,Utah,3480,25688094,3129,299,-111.582953,39.361577,
Southern Utah University,Utah,5754,56770090,6025,724,-113.071569,37.67563,
Stevens-Henager College of Business-Provo,Utah,6048,8566662.003,559,82,-111.711825,40.270924,
Uintah Basin Applied Technology College,Utah,,5176577.001,282,,-109.977429,40.299593,
Utah State University,Utah,6560,314948660,20865,2765,-111.83485,41.73618,
Utah Valley State College,Utah,4752,89954672,20062,2018,-111.720637,40.275316,
Salt Lake Community College,Utah,4670,95392795,21317,950,-111.9389,40.670014,
University of Utah,Utah,7983,1154811000,25781,13633,-111.849494,40.765351,
Weber State University,Utah,5622,104954562,14984,1935,-111.948705,41.193407,
Westminster College,Utah,12456,47322938,2274,253,-111.853816,40.733219,
Bennington College,Vermont,22200,18537663,571,288,-73.23687,42.9204,
Burlington College,Vermont,7080,1739111.002,205,83,-73.222388,44.48451,
Champlain College,Vermont,10485,26078482,2440,372,-73.20545,44.475529,
Goddard College,Vermont,15218,5884930.002,563,72,-72.438569,44.279459,
Green Mountain College,Vermont,17000,11092357,641,152,-73.24056,43.517025,
Marlboro College,Vermont,18800,27273395,290,121,-72.734734,42.838955,
Middlebury College,Vermont,31600,205433325,2949,1522,-73.17632,44.00898,
New England Culinary Institute,Vermont,18205,26722524,626,196,-72.565976,44.256014,
Norwich University,Vermont,15000,79332236.61,2706,618,-72.659298,44.138418,
O'Briens Training Center,Vermont,,381250.003,31,,-73.211095,44.431668,
Saint Michaels College,Vermont,17500,55080600,2628,630,-73.16811,44.494,
School for International Training,Vermont,,23679130,,255,-72.56602,42.90327,
College of St Joseph,Vermont,11250,5424682.002,534,98,-73.008701,43.601779,
Southern Vermont College,Vermont,10990,6290750.002,516,130,-73.218536,42.867232,
Sterling College,Vermont,13175,2906892.002,90,50,-72.38276,44.65223,
Vermont Law School,Vermont,,13072833,559,163,-72.520432,43.821462,
Vermont Technical College,Vermont,10020,91159965,10374,1581,-72.60706,43.94063,
University of Vermont,Vermont,18672,284665000,10206,3654,-73.200577,44.478303,
Bar Palma Beauty Careers Academy,Virginia,,1486362.003,66,,-79.97035,37.23746,
Advanced Technology Institute,Virginia,,2241501.003,219,,-76.182227,36.841007,
Averett University,Virginia,13145,16921230,2238,373,-79.413307,36.57679,
Blue Ridge Community College,Virginia,4944,10200611.78,2776,106,-78.93823,38.27897,
Bluefield College,Virginia,6900,9464888.002,827,161,-81.256699,37.240145,
Bridgewater College,Virginia,13960,24215525,1120,266,-78.973509,38.380124,
College of William and Mary,Virginia,14096,164924022,7553,2804,-76.711236,37.271881,
Medical Careers Institute,Virginia,,2176443.003,250,,-77.582559,37.501051,
Regent University,Virginia,,81123000,2186,350,-76.193837,36.804749,
Central Virginia Community College,Virginia,5070,11802820,3827,128,-79.182699,37.354679,
Christopher Newport University,Virginia,7656,44719323,5164,665,-76.493909,37.062241,
Suffolk Beauty Academy,Virginia,,236748.003,,,-76.561127,36.739826,
Bryant and Stratton College-Virginia Beach,Virginia,9024,1841232.003,178,64,-76.138346,36.828644,
Bryant and Stratton College-Richmond,Virginia,9024,2236436.003,248,50,-77.543554,37.461585,
Jefferson College of Health Sciences,Virginia,6960,8001602.002,563,117,-79.939616,37.266815,
Dabney S Lancaster Community College,Virginia,4944,6835016.001,1366,91,-79.85096,37.81246,
Danville Community College,Virginia,4989,12608156,3490,120,-79.405332,36.565,
Eastern Virginia Medical School,Virginia,,80668349,532,1011,-76.30066,36.86086,
Tidewater Tech,Virginia,,2565829.003,236,,-76.064291,36.837988,
Emory and Henry College,Virginia,12596,27767261,1006,261,-81.82897,36.77533,
Eastern Mennonite University,Virginia,13434,26089172,1349,314,-78.878031,38.471525,
Eastern Shore Community College,Virginia,4945,4101185.001,765,50,-75.754253,37.631924,
Ferrum College,Virginia,10990,16351609,945,280,-80.018758,36.924532,
George Mason University,Virginia,11136,281046803,24180,3244,-77.3108,38.835063,
Germanna Community College,Virginia,5019,10674045.66,3822,102,-77.778256,38.376166,
Hampden-Sydney College,Virginia,16048,35209239,996,306,-78.460899,37.243832,
Hampton University,Virginia,9490,122044951,5783,1101,-76.334916,37.021518,
Hollins University,Virginia,16460,24198550,1084,372,-79.937937,37.35269,
J Sargeant Reynolds Community College,Virginia,4944,32587833,10310,306,-77.477723,37.638443,
James Madison University,Virginia,7016,200350122,15223,1925,-78.874117,38.441383,
John Tyler Community College,Virginia,3991,17113974,5168,164,-77.410418,37.346919,
Kee Business College,Virginia,,2092245.003,256,,-76.463708,37.084207,
Liberty University,Virginia,8550,53635348,6679,815,-79.173547,37.354397,
Longwood University,Virginia,7466,51647067,3709,603,-78.39423,37.301531,
Lord Fairfax Community College,Virginia,3956,12680734,3836,131,-78.269945,39.035777,
Louise Obici School of Practical Nursing,Virginia,2242,158410.001,84,,-76.583758,36.771655,
Lynchburg College,Virginia,17120,36262387,2025,515,-79.18148,37.401857,
Lynchburg General Hospital School of Nursing,Virginia,2220,-64138.002,174,,-79.169795,37.416561,
Mary Baldwin College,Virginia,14475,19986966,1556,379,-79.071744,38.150663,
University of Mary Washington,Virginia,7980,54196967,4000,678,-77.474886,38.300005,
Marymount University,Virginia,13750,42487721,3523,675,-77.129678,38.905721,
Danville Regional Medical Center School of Health Professions,Virginia,5600,,3,72,,-79.404402,36.578033
Mountain Empire Community College,Virginia,4944,13440990,2945,143,-82.756854,36.85492,
National College of Business and Technology-Salem,Virginia,4716,7306795.003,1391,337,-80.023385,37.2991,
New River Community College,Virginia,4945,15054484,3487,139,-80.69681,37.104,
Sentara School of Health Professions,Virginia,,347296.002,72,,-76.242662,36.777777,
Tidewater Tech-Trades,Virginia,0,1900.003,140,,-76.220056,36.872736,
Norfolk State University,Virginia,6900,89375403,6987,1084,-76.270482,36.846569,
Northern Virginia Community College,Virginia,3955,112800378,36655,1190,-77.238891,38.835975,
Old Dominion University,Virginia,9774,181846847,18873,2871,-76.303203,36.889365,
Patrick Henry Community College,Virginia,4944,9954604.001,2891,135,-79.879632,36.738406,
Paul D Camp Community College,Virginia,4989,6775590.001,1411,75,-76.938675,36.672825,
Southside Regional Medical Center,Virginia,6650,,3,89,,-77.399278,37.217262
Miller-Motte Technical College,Virginia,6000,1086819.003,149,,-79.224823,37.376581,
Piedmont Virginia Community College,Virginia,4944,12154435,4353,135,-78.484217,38.00726,
Radford University,Virginia,7180,97623736.81,8579,1556,-80.547307,37.138285,
Legends Institute,Virginia,,258407.003,23,,-79.167026,37.404123,
Randolph-Macon College,Virginia,17160,47523265,1145,365,-77.477794,37.760754,
Randolph-Macon Woman's College,Virginia,16730,43244099,704,340,-79.1714,37.435089,
Rappahannock Community College,Virginia,4945,8203911.001,1810,88,-76.625821,37.563423,
Virginia Career Institute,Virginia,5100,2096021.003,418,,-76.18583,36.84706,
Richard Bland College of the College of William and Mary,Virginia,5830,6528098.861,1274,104,-77.39832,37.15733,
Bon Secours Memorial School of Nursing,Virginia,3252,348784311,82,,-77.433876,37.646122,
University of Richmond,Virginia,19340,386974402,4494,1367,-77.53789,37.574171,
Riverside School of Health Careers,Virginia,2982,449893.002,144,,-76.457868,37.034949,
Roanoke College,Virginia,16655,44463883.31,1731,488,-80.058576,37.294444,
ST MARYS HOSPITAL SCHOOL OF RADIOLOGIC SCIENCES,Virginia,,,2,,,-77.433876,37.646122
Saint Pauls College,Virginia,8200,10213601,606,161,-77.850872,36.760655,
Shenandoah University,Virginia,15700,41030450,2269,600,-78.159622,39.165939,
Southern Virginia University,Virginia,9800,5841769.002,,,-79.34975,37.7414,
Southside Virginia Community College,Virginia,4944,12789868,3917,138,-77.919175,36.839966,
Southwest Virginia Community College,Virginia,4944,17886806,4030,181,-81.79373,37.09317,
Springfield Beauty Academy,Virginia,,275095.003,72,,-77.196639,38.832071,
Sweet Briar College,Virginia,16435,26461806,712,392,-79.03257,37.55207,
Thomas Nelson Community College,Virginia,4944,21259489,6999,239,-76.415523,37.061428,
Tidewater Community College,Virginia,4944,61557559,19024,661,-76.290802,36.849946,
Union Theological Seminary & Presbyterian School of Christian Education,Virginia,,22254933,221,142,-77.449884,37.578228,
The University of Virginia's College at Wise,Virginia,8024,19043758,1545,206,-82.552917,36.96681,
Virginia Highlands Community College,Virginia,4944,10001883,2210,118,-82.00106,36.69876,
Virginia Intermont College,Virginia,11150,12700803,449,230,-82.177172,36.60552,
Virginia Polytechnic Institute and State University,Virginia,11016,647179967,27910,8818,-80.420901,37.226727,
Virginia Western Community College,Virginia,5001,20741943,7509,211,-79.977653,37.24392,
Virginia Commonwealth University,Virginia,11946,468678832,23481,6058,-77.452431,37.549281,
University of Virginia-Main Campus,Virginia,15519,1167603260,22433,12597,-78.50953,38.033771,
Virginia Military Institute,Virginia,12364,38464513,1335,485,-79.437039,37.78993,
Virginia School of Hair Design,Virginia,,368471.003,82,,-76.346454,37.025608,
Virginia University of Lynchburg,Virginia,,,2,,,-79.152214,37.395565
Virginia State University,Virginia,7132,67492018,4303,828,-77.42171,37.23535,
Virginia Union University,Virginia,8780,19761145,1447,259,-77.450291,37.560652,
Virginia Wesleyan College,Virginia,14050,21895365,1409,273,-76.1928,36.86903,
Wards Corner Beauty Academy,Virginia,,662371.003,44,,-76.255343,36.912407,
Washington and Lee University,Virginia,17105,115571000,2071,717,-79.444377,37.786801,
Gibbs College,Virginia,,2937948.003,221,,-77.224124,38.910394,
Washington County Adult Skill Center,Virginia,,731665.001,231,,-81.95181,36.720885,
Woodrow Wilson Rehabilitation Center,Virginia,,24743558,238,,-78.99076,38.11688,
Wytheville Community College,Virginia,4945,11914081,2386,136,-81.073457,36.952635,
Academy of Hair Design,Washington,,184341.003,36,,-120.309434,47.422057,
Art Institute of Seattle,Washington,11655,34553337,2623,339,-122.348568,47.612159,
Bellevue Beauty School,Washington,,398961.003,49,,-122.152872,47.59232,
Bellevue Community College,Washington,6225,58918016,10935,902,-122.142837,47.586346,
Bellingham Beauty School,Washington,,2331862.003,70,,-122.485904,48.793002,
Bellingham Technical College,Washington,1620,10663117,3791,249,-122.512118,48.765236,
Big Bend Community College,Washington,6234,16761086,1855,226,-119.325684,47.184155,
Bryman College,Washington,,3663716.003,755,,-122.625212,47.564011,
Bryman College,Washington,,3422172.003,316,,-122.231013,47.469462,
Central Washington University,Washington,9781,102129591,8233,1179,-120.542563,46.999701,
Centralia College,Washington,6075,17728699,3131,315,-122.96061,46.716256,
City University,Washington,6600,36890700,5410,351,-122.181458,47.610077,
Clare's Beauty College Inc,Washington,,307891.003,50,,-119.26367,46.227082,
Clark College,Washington,6285,41946615,7952,756,-122.65294,45.636196,
Clover Park Technical College,Washington,1419,25983358,8835,,-122.497262,47.176402,
Columbia Basin College,Washington,6075,30226243,5404,577,-119.116969,46.250986,
Cornish College of the Arts,Washington,13700,14739420,659,208,-122.336232,47.617874,
Divers Institute of Technology,Washington,,1369001.003,132,,-122.342106,47.64794,
Eastern Washington University,Washington,9594,102672351,8261,1156,-117.578389,47.48969,
Edmonds Community College,Washington,6234,46870467.13,8157,715,-122.326201,47.817636,
Everett Community College,Washington,6228,31281848,6310,505,-122.201054,48.006065,
The Evergreen State College,Washington,9759,54657021,4102,663,-122.975999,47.05095,
Pierce College at Fort Steilacoom,Washington,5832,41686547,8917,671,-122.574271,47.172745,
Glen Dow Academy of Hair Design,Washington,,448588.003,62,,-117.41639,47.65794,
Gonzaga University,Washington,16710,83552165,4171,,-117.40276,47.66844,
Grays Harbor College,Washington,6234,14214515.88,1969,237,-123.806033,46.955517,
Green River Community College,Washington,6234,39376758,6548,610,-122.176458,47.315259,
Greenwood Academy of Hair,Washington,,388622.003,82,,-122.345928,47.762224,
Heritage University,Washington,5160,9462656.002,1040,109,-120.402452,46.375313,
Highline Community College,Washington,5559,42146017,6062,616,-122.302545,47.386606,
Interface Computer School,Washington,,1390573.003,188,,-117.41956,47.65962,
International Air Academy Inc,Washington,,4973071.003,456,,-122.63993,45.628191,
ITT Technical Institute,Washington,8073,6322955.003,599,47,-122.275225,47.488641,
ITT Technical Institute,Washington,8073,4748292.003,345,31,-117.223119,47.675756,
Bastyr University,Washington,8640,16051072,1060,206,-122.246165,47.733187,
Gene Juarez Academy of Beauty,Washington,,4456867.003,292,,-122.320589,47.707173,
Bates Technical College,Washington,,29692461,6902,457,-122.447242,47.251861,
Lake Washington Technical College,Washington,1952,18665054,3606,346,-122.164504,47.704281,
Lower Columbia College,Washington,6228,23074436,3371,326,-122.93712,46.141136,
Trinity Lutheran College,Washington,6900,3946206.002,142,57,-122.20721,47.980307,
NEW BEGINNINGS BEAUTY COLLEGE,Washington,,,3,,,-122.2237,47.307661
BJ's Beauty and Barber College,Washington,,485743.003,55,,-122.483715,47.208263,
Northwest Hair Academy,Washington,,304482.003,38,,-122.33926,48.41895,
Seattle Community College-North Campus,Washington,6228,29024849,5799,530,-122.334889,47.699679,
Northwest Baptist Seminary,Washington,,865372.002,71,19,-122.4959,47.288074,
Northwest University,Washington,9672,12522821,972,159,-122.19613,47.658209,
Olympic College,Washington,6234,27934312,5732,487,-122.635493,47.575911,
Perry Technical Institute,Washington,,4897378.002,434,,-120.536048,46.570923,
Pacific Lutheran University,Washington,16224,71090534,3602,684,-122.43975,47.14545,
Peninsula College,Washington,1944,19646285,3205,324,-123.412265,48.102319,
University of Puget Sound,Washington,20450,104008000,2973,800,-122.479299,47.263659,
Renton Technical College,Washington,2100,22937584,5349,573,-122.175,47.48871,
Saint Martin's University,Washington,14050,28933653,1567,171,-122.815804,47.037101,
Seattle Community College-South Campus,Washington,6228,27230556,5175,505,-122.354659,47.548189,
Seattle Community College-Central Campus,Washington,6228,41746240.69,6501,677,-122.32091,47.61644,
Ashmead College,Washington,,8016673.003,689,,-122.333684,47.708597,
Seattle Midwifery School,Washington,,615625.002,,,-122.284484,47.658494,
Seattle Pacific University,Washington,14924,60367000,3427,466,-122.360956,47.649644,
Seattle University,Washington,16110,124265976,5829,1030,-122.320686,47.610195,
Shoreline Community College,Washington,6225,40536870,7107,651,-122.355786,47.747747,
Skagit Valley College,Washington,5718,29221575,5503,548,-122.312973,48.435668,
South Puget Sound Community College,Washington,6459,25777338,4363,372,-122.931122,47.025401,
Spokane Community College,Washington,5559,42070591,7734,637,-117.363608,47.674712,
Spokane Falls Community College,Washington,5559,55215195,9986,977,-117.45909,47.675888,
Stylemaster College of Hair Design,Washington,,379448.003,31,,-122.934794,46.135836,
Tacoma Community College,Washington,6039,32880177,4938,558,-122.522682,47.24276,
Walla Walla Community College,Washington,2475,24716230,4597,399,-118.283669,46.07989,
Walla Walla College,Washington,14601,32273073,1782,307,-118.388417,46.046918,
Washington State University,Washington,10267,466778892,20799,6389,-117.15833,46.73041,
University of Washington-Seattle Campus,Washington,11642,1919011008,38440,22378,-122.313198,47.656252,
Wenatchee Valley College,Washington,2078,19016043.08,2700,294,-120.333593,47.429867,
Western Washington University,Washington,9739,144297058,11708,1800,-122.485331,48.738668,
Whatcom Community College,Washington,6270,18993758,3728,386,-122.490261,48.79506,
Whitman College,Washington,20720,100693868,1400,426,-118.328561,46.070501,
